"job_id","job_title","salary_year_avg","name","skills"
225308,"Data Analyst Intern","71000.0","Get It Recruit - Information Technology","python"
225308,"Data Analyst Intern","71000.0","Get It Recruit - Information Technology","looker"
1096460,"Investment Operations Data Analyst","70500.0","Get It Recruit - Information Technology","sql"
1625061,"Asset Verification Data Analyst","70000.0","Get It Recruit - Information Technology","excel"
1109298,"Data Analyst","70000.0","Get It Recruit - Information Technology",""
1717917,"Data Analyst","70000.0","Taylor",""
330595,"Data Analyst","70000.0","Ohio Shared Information Services Inc","sql"
330595,"Data Analyst","70000.0","Ohio Shared Information Services Inc","t-sql"
330595,"Data Analyst","70000.0","Ohio Shared Information Services Inc","crystal"
330595,"Data Analyst","70000.0","Ohio Shared Information Services Inc","sql server"
330595,"Data Analyst","70000.0","Ohio Shared Information Services Inc","azure"
330595,"Data Analyst","70000.0","Ohio Shared Information Services Inc","power bi"
330595,"Data Analyst","70000.0","Ohio Shared Information Services Inc","git"
330595,"Data Analyst","70000.0","Ohio Shared Information Services Inc","flow"
723713,"Data Analyst","70000.0","Amplified Sourcing","sql"
723713,"Data Analyst","70000.0","Amplified Sourcing","python"
723713,"Data Analyst","70000.0","Amplified Sourcing","r"
723713,"Data Analyst","70000.0","Amplified Sourcing","sas"
723713,"Data Analyst","70000.0","Amplified Sourcing","sas"
339742,"Healthcare Contract/Data Analyst","70000.0","Kermit","excel"
1397514,"Community Data Analyst","70000.0","Get It Recruit - Information Technology","python"
1397514,"Community Data Analyst","70000.0","Get It Recruit - Information Technology","planner"
683865,"Financial Data Analyst","70000.0","Global Accounting Network","sql"
683865,"Financial Data Analyst","70000.0","Global Accounting Network","python"
683865,"Financial Data Analyst","70000.0","Global Accounting Network","power bi"
134039,"Data Analyst","70000.0","Class Action Capital Recovery LLC","sql"
134039,"Data Analyst","70000.0","Class Action Capital Recovery LLC","excel"
1527329,"Data Analyst","70000.0","Zelo Digital Recruitment","sql"
1527329,"Data Analyst","70000.0","Zelo Digital Recruitment","python"
1527329,"Data Analyst","70000.0","Zelo Digital Recruitment","r"
1527329,"Data Analyst","70000.0","Zelo Digital Recruitment","tableau"
1527329,"Data Analyst","70000.0","Zelo Digital Recruitment","power bi"
442024,"Data Analyst","70000.0","Coda Search│Staffing","sql"
442024,"Data Analyst","70000.0","Coda Search│Staffing","python"
442024,"Data Analyst","70000.0","Coda Search│Staffing","r"
442024,"Data Analyst","70000.0","Coda Search│Staffing","sas"
442024,"Data Analyst","70000.0","Coda Search│Staffing","matplotlib"
442024,"Data Analyst","70000.0","Coda Search│Staffing","plotly"
442024,"Data Analyst","70000.0","Coda Search│Staffing","seaborn"
442024,"Data Analyst","70000.0","Coda Search│Staffing","sas"
442024,"Data Analyst","70000.0","Coda Search│Staffing","spss"
1473524,"Data Analyst","70000.0","Partnership Employment","sql"
1473524,"Data Analyst","70000.0","Partnership Employment","redshift"
1473524,"Data Analyst","70000.0","Partnership Employment","excel"
1128522,"Manufacturing Operations Data Analyst","70000.0","Get It Recruit - Information Technology","sql"
1128522,"Manufacturing Operations Data Analyst","70000.0","Get It Recruit - Information Technology","planner"
1264889,"Junior Reporting Data Analyst","70000.0","Get It Recruit - Information Technology","sql"
1264889,"Junior Reporting Data Analyst","70000.0","Get It Recruit - Information Technology","python"
1264889,"Junior Reporting Data Analyst","70000.0","Get It Recruit - Information Technology","vba"
1264889,"Junior Reporting Data Analyst","70000.0","Get It Recruit - Information Technology","excel"
1264889,"Junior Reporting Data Analyst","70000.0","Get It Recruit - Information Technology","tableau"
1264889,"Junior Reporting Data Analyst","70000.0","Get It Recruit - Information Technology","sharepoint"
50512,"Loan Data Analyst","70000.0","AdelFi","spreadsheet"
539154,"Fraud Data Analyst","70000.0","Pentasia","sql"
539154,"Fraud Data Analyst","70000.0","Pentasia","python"
539154,"Fraud Data Analyst","70000.0","Pentasia","r"
539154,"Fraud Data Analyst","70000.0","Pentasia","excel"
865700,"Senior Data Analyst, Clinical Programs - REMOTE/HYBRID","69750.0","DAVITA","sql"
865700,"Senior Data Analyst, Clinical Programs - REMOTE/HYBRID","69750.0","DAVITA","python"
865700,"Senior Data Analyst, Clinical Programs - REMOTE/HYBRID","69750.0","DAVITA","r"
865700,"Senior Data Analyst, Clinical Programs - REMOTE/HYBRID","69750.0","DAVITA","sas"
865700,"Senior Data Analyst, Clinical Programs - REMOTE/HYBRID","69750.0","DAVITA","go"
865700,"Senior Data Analyst, Clinical Programs - REMOTE/HYBRID","69750.0","DAVITA","excel"
865700,"Senior Data Analyst, Clinical Programs - REMOTE/HYBRID","69750.0","DAVITA","tableau"
865700,"Senior Data Analyst, Clinical Programs - REMOTE/HYBRID","69750.0","DAVITA","power bi"
865700,"Senior Data Analyst, Clinical Programs - REMOTE/HYBRID","69750.0","DAVITA","sas"
865700,"Senior Data Analyst, Clinical Programs - REMOTE/HYBRID","69750.0","DAVITA","powerpoint"
865700,"Senior Data Analyst, Clinical Programs - REMOTE/HYBRID","69750.0","DAVITA","spss"
297571,"Clinical Data Analyst I (REMOTE-USA)","69000.0","Ambry Genetics Corporation","mysql"
297571,"Clinical Data Analyst I (REMOTE-USA)","69000.0","Ambry Genetics Corporation","aws"
297571,"Clinical Data Analyst I (REMOTE-USA)","69000.0","Ambry Genetics Corporation","excel"
297571,"Clinical Data Analyst I (REMOTE-USA)","69000.0","Ambry Genetics Corporation","tableau"
38696,"Data Analyst","67500.0","Insight Global","colocation"
618426,"Research/Data Analyst","67500.0","Get It Recruit - Information Technology","ms access"
60732,"Data Analyst (SQL) :Role 3354","67500.0","iTalent Digital","sql"
60732,"Data Analyst (SQL) :Role 3354","67500.0","iTalent Digital","python"
60732,"Data Analyst (SQL) :Role 3354","67500.0","iTalent Digital","express"
60732,"Data Analyst (SQL) :Role 3354","67500.0","iTalent Digital","excel"
60732,"Data Analyst (SQL) :Role 3354","67500.0","iTalent Digital","tableau"
243487,"Survey Data Analyst","67500.0","CyberCoders","r"
243487,"Survey Data Analyst","67500.0","CyberCoders","excel"
243487,"Survey Data Analyst","67500.0","CyberCoders","tableau"
605922,"Data Analyst for Democratic Attorneys General and AG Candidates","67500.0","Get It Recruit - Information Technology","sql"
605922,"Data Analyst for Democratic Attorneys General and AG Candidates","67500.0","Get It Recruit - Information Technology","python"
605922,"Data Analyst for Democratic Attorneys General and AG Candidates","67500.0","Get It Recruit - Information Technology","r"
605922,"Data Analyst for Democratic Attorneys General and AG Candidates","67500.0","Get It Recruit - Information Technology","looker"
534826,"Forensic Data Analyst","67500.0","Get It Recruit - Information Technology",""
1400357,"Data Analyst","67500.0","AllianceChicago","sql"
1400357,"Data Analyst","67500.0","AllianceChicago","python"
1400357,"Data Analyst","67500.0","AllianceChicago","c#"
1400357,"Data Analyst","67500.0","AllianceChicago","sass"
1400357,"Data Analyst","67500.0","AllianceChicago","sql server"
1400357,"Data Analyst","67500.0","AllianceChicago","azure"
1400357,"Data Analyst","67500.0","AllianceChicago","power bi"
1400357,"Data Analyst","67500.0","AllianceChicago","ssis"
1400357,"Data Analyst","67500.0","AllianceChicago","ssrs"
1400357,"Data Analyst","67500.0","AllianceChicago","flow"
1400357,"Data Analyst","67500.0","AllianceChicago","terminal"
1010619,"Community Data Analyst","66500.0","Get It Recruit - Information Technology","python"
1010619,"Community Data Analyst","66500.0","Get It Recruit - Information Technology","r"
1010619,"Community Data Analyst","66500.0","Get It Recruit - Information Technology","spss"
1010619,"Community Data Analyst","66500.0","Get It Recruit - Information Technology","planner"
1084398,"Data Analyst/Data Scientist","66000.0","DOWN Dating & Hookups","sql"
1084398,"Data Analyst/Data Scientist","66000.0","DOWN Dating & Hookups","ruby"
1084398,"Data Analyst/Data Scientist","66000.0","DOWN Dating & Hookups","aws"
1084398,"Data Analyst/Data Scientist","66000.0","DOWN Dating & Hookups","bigquery"
1084398,"Data Analyst/Data Scientist","66000.0","DOWN Dating & Hookups","ruby"
1084398,"Data Analyst/Data Scientist","66000.0","DOWN Dating & Hookups","ruby on rails"
1596146,"Data Analyst","65000.0","Insight Global","sql"
1596146,"Data Analyst","65000.0","Insight Global","oracle"
1596146,"Data Analyst","65000.0","Insight Global","excel"
1596146,"Data Analyst","65000.0","Insight Global","tableau"
1596146,"Data Analyst","65000.0","Insight Global","power bi"
1596146,"Data Analyst","65000.0","Insight Global","alteryx"
466817,"Jr. Marketing Data Analyst- Ecommerce","65000.0","Aquent Studios","sql"
466817,"Jr. Marketing Data Analyst- Ecommerce","65000.0","Aquent Studios","excel"
466817,"Jr. Marketing Data Analyst- Ecommerce","65000.0","Aquent Studios","tableau"
1334734,"Data Analyst (Entry Level)","65000.0","Patterned Learning AI","sql"
1334734,"Data Analyst (Entry Level)","65000.0","Patterned Learning AI","excel"
1334734,"Data Analyst (Entry Level)","65000.0","Patterned Learning AI","sheets"
1538266,"Data Analyst - Educational Non-profit","65000.0","Express Employment Professionals",""
262937,"SQL Data Analyst","65000.0","Citron IT, Inc.","sql"
262937,"SQL Data Analyst","65000.0","Citron IT, Inc.","python"
262937,"SQL Data Analyst","65000.0","Citron IT, Inc.","r"
262937,"SQL Data Analyst","65000.0","Citron IT, Inc.","azure"
262937,"SQL Data Analyst","65000.0","Citron IT, Inc.","tableau"
262937,"SQL Data Analyst","65000.0","Citron IT, Inc.","power bi"
450752,"Data Analyst","65000.0","Mothership Strategies, LLC","sql"
450752,"Data Analyst","65000.0","Mothership Strategies, LLC","python"
450752,"Data Analyst","65000.0","Mothership Strategies, LLC","r"
450752,"Data Analyst","65000.0","Mothership Strategies, LLC","spark"
1785615,"Data Analyst (Entry Level) - US/Canada","65000.0","Patterned Learning AI","sql"
1785615,"Data Analyst (Entry Level) - US/Canada","65000.0","Patterned Learning AI","excel"
1785615,"Data Analyst (Entry Level) - US/Canada","65000.0","Patterned Learning AI","sheets"
394469,"Data Analyst (Entry Level) - US/Canada","65000.0","Patterned Learning AI","sql"
394469,"Data Analyst (Entry Level) - US/Canada","65000.0","Patterned Learning AI","excel"
394469,"Data Analyst (Entry Level) - US/Canada","65000.0","Patterned Learning AI","sheets"
1463732,"Data Analyst","65000.0","Insight Global","excel"
1441940,"Junior Data Analyst","65000.0","Get It Recruit - Information Technology","sql"
1441940,"Junior Data Analyst","65000.0","Get It Recruit - Information Technology","visual basic"
1441940,"Junior Data Analyst","65000.0","Get It Recruit - Information Technology","vba"
1441940,"Junior Data Analyst","65000.0","Get It Recruit - Information Technology","excel"
1441940,"Junior Data Analyst","65000.0","Get It Recruit - Information Technology","tableau"
1441940,"Junior Data Analyst","65000.0","Get It Recruit - Information Technology","power bi"
1441940,"Junior Data Analyst","65000.0","Get It Recruit - Information Technology","word"
1441940,"Junior Data Analyst","65000.0","Get It Recruit - Information Technology","powerpoint"
1441940,"Junior Data Analyst","65000.0","Get It Recruit - Information Technology","ms access"
179983,"Data Analyst","65000.0","24 Seven Talent","sql"
179983,"Data Analyst","65000.0","24 Seven Talent","python"
179983,"Data Analyst","65000.0","24 Seven Talent","r"
179983,"Data Analyst","65000.0","24 Seven Talent","bigquery"
179983,"Data Analyst","65000.0","24 Seven Talent","airflow"
179983,"Data Analyst","65000.0","24 Seven Talent","excel"
179983,"Data Analyst","65000.0","24 Seven Talent","git"
1812494,"Data Analyst","65000.0","Bright Power","sql"
1812494,"Data Analyst","65000.0","Bright Power","python"
1812494,"Data Analyst","65000.0","Bright Power","mysql"
1812494,"Data Analyst","65000.0","Bright Power","excel"
1812494,"Data Analyst","65000.0","Bright Power","tableau"
1812494,"Data Analyst","65000.0","Bright Power","flow"
1812494,"Data Analyst","65000.0","Bright Power","jira"
1526157,"Data Analyst - (100% Remote)","63991.0","Monterey Park Auto Body Inc",""
510271,"Data Analyst","63594.0","Get It Recruit - Healthcare",""
1566988,"Data Analyst - Bargersville, IN","63000.0","VetJobs & Military Spouse Jobs","sql"
1566988,"Data Analyst - Bargersville, IN","63000.0","VetJobs & Military Spouse Jobs","excel"
1301761,"Business Data Analyst","62500.0","Kaye/Bassman International","sql"
1301761,"Business Data Analyst","62500.0","Kaye/Bassman International","excel"
1301761,"Business Data Analyst","62500.0","Kaye/Bassman International","sheets"
1301761,"Business Data Analyst","62500.0","Kaye/Bassman International","github"
1301761,"Business Data Analyst","62500.0","Kaye/Bassman International","smartsheet"
329855,"Internal Audit Data Analyst","62500.0","Aegon","sql"
329855,"Internal Audit Data Analyst","62500.0","Aegon","python"
329855,"Internal Audit Data Analyst","62500.0","Aegon","excel"
329855,"Internal Audit Data Analyst","62500.0","Aegon","tableau"
329855,"Internal Audit Data Analyst","62500.0","Aegon","power bi"
1513216,"HR Report Writer and Data Analyst- REMOTE","62500.0","Ryder System","excel"
1513216,"HR Report Writer and Data Analyst- REMOTE","62500.0","Ryder System","tableau"
1513216,"HR Report Writer and Data Analyst- REMOTE","62500.0","Ryder System","word"
1513216,"HR Report Writer and Data Analyst- REMOTE","62500.0","Ryder System","sharepoint"
43776,"Data Analyst","62500.0","Kaye/Bassman International","sql"
43776,"Data Analyst","62500.0","Kaye/Bassman International","excel"
43776,"Data Analyst","62500.0","Kaye/Bassman International","sheets"
43776,"Data Analyst","62500.0","Kaye/Bassman International","github"
43776,"Data Analyst","62500.0","Kaye/Bassman International","smartsheet"
1650439,"Technology and Data Analyst","62500.0","McAllister & Quinn, LLC","excel"
132241,"Employee Assistance Program (EAP) Data Analyst","62500.0","CuraLinc Healthcare",""
215071,"Data Analyst","62500.0","OZ","sql"
215071,"Data Analyst","62500.0","OZ","python"
215071,"Data Analyst","62500.0","OZ","bash"
215071,"Data Analyst","62500.0","OZ","aws"
215071,"Data Analyst","62500.0","OZ","redshift"
215071,"Data Analyst","62500.0","OZ","spark"
376277,"Operations Reporting and Data Analyst - Boston, MA","62500.0","Crescentia GTS","sql"
376277,"Operations Reporting and Data Analyst - Boston, MA","62500.0","Crescentia GTS","sas"
376277,"Operations Reporting and Data Analyst - Boston, MA","62500.0","Crescentia GTS","windows"
376277,"Operations Reporting and Data Analyst - Boston, MA","62500.0","Crescentia GTS","excel"
376277,"Operations Reporting and Data Analyst - Boston, MA","62500.0","Crescentia GTS","sas"
1579976,"Freelance Online Data Analyst","60500.0","Get It Recruit - Information Technology",""
955933,"Freelance Online Data Analyst","60500.0","Get It Recruit - Information Technology",""
697068,"Remote Data Analyst","60000.0","Kaye/Bassman International, Corp.","sql"
697068,"Remote Data Analyst","60000.0","Kaye/Bassman International, Corp.","excel"
697068,"Remote Data Analyst","60000.0","Kaye/Bassman International, Corp.","sheets"
697068,"Remote Data Analyst","60000.0","Kaye/Bassman International, Corp.","smartsheet"
143739,"Junior Data Analyst","60000.0","TalentKompass Deutschland",""
163009,"Social Media Data Analyst","60000.0","Get It Recruit - Marketing","sheets"
212308,"Data Analyst","60000.0","El Buen Samaritano","sql"
212308,"Data Analyst","60000.0","El Buen Samaritano","t-sql"
212308,"Data Analyst","60000.0","El Buen Samaritano","mysql"
212308,"Data Analyst","60000.0","El Buen Samaritano","excel"
212308,"Data Analyst","60000.0","El Buen Samaritano","tableau"
212308,"Data Analyst","60000.0","El Buen Samaritano","power bi"
212308,"Data Analyst","60000.0","El Buen Samaritano","spss"
